Line nucleus 
H1pfa_7.529 1.10186
Fe2_5.390772m 0.746012
Mg5_5.6m    0.268752
Ar2_7.0m    19.0121
Ar3_9.0m    1.68056
Ne2_12.8m   172.17
Cl2_14.4m   1.80694
Ne3_15.6m   14.32
Fe2_18.05m  3.52889
s3_18.7m    95.10
Fe3_23.4m   7.49

