Line nucleus 
H1pfa_7.529 1.34391
Fe2_5.390772m 0.890308
Mg5_5.6m    0.398712
Ar2_7.0m    24.7904
Ar3_9.0m    2.22156
Ne2_12.8m   175.152
Cl2_14.4m  1.6857
Ne3_15.6m   16.96
Fe2_18.05m  4.20 
s3_18.7m    65.97
Fe3_23.4m   6.57
